iter	Logloss
714	0.282480044
715	0.2824426753
716	0.2823854804
717	0.282328839
718	0.2822710105
719	0.2822240211
720	0.2821757732
721	0.2821399607
722	0.2820976746
723	0.2820641981
724	0.2820177414
725	0.2819523583
726	0.2818971182
727	0.2818385064
728	0.2817923821
729	0.2817429663
730	0.2817076429
731	0.2816661749
732	0.2816117111
733	0.2815549966
734	0.2815163172
735	0.2814642921
736	0.2814285109
737	0.2813927732
738	0.2813339612
739	0.2812920807
740	0.2812453228
741	0.2812161579
742	0.2811741921
743	0.2811351002
744	0.2810787425
745	0.2810395235
746	0.2810110409
747	0.2809506484
748	0.2809127227
749	0.2808746699
750	0.2808330209
751	0.280783713
752	0.2807471258
753	0.2807018389
754	0.2806466579
755	0.2806198063
756	0.2805645087
757	0.2805114096
758	0.2804287261
759	0.2803835488
760	0.2803383906
761	0.2803000106
762	0.2802616149
763	0.2802208971
764	0.2801586299
765	0.28009081
766	0.2800599583
767	0.2800045511
768	0.2799758161
769	0.2799233506
770	0.2798881682
771	0.2798598284
772	0.2798193003
773	0.2797646329
774	0.2796952724
775	0.2796383125
776	0.2796022006
777	0.2795338288
778	0.2795006203
779	0.2794638278
780	0.2794228734
781	0.2793836613
782	0.2793596105
783	0.2793247762
784	0.2792807999
785	0.2792389246
786	0.2791879578
787	0.2791308674
788	0.27908906
789	0.2790368469
790	0.2789917026
791	0.2789413433
792	0.2789102758
793	0.2788741378
794	0.2788351068
795	0.2787953969
796	0.2787473822
797	0.2786771132
798	0.2785958813
799	0.2785573081
800	0.2785037947
801	0.2784642067
802	0.278430147
803	0.2783835197
804	0.2783436984
805	0.2782787749
806	0.2782401408
807	0.2781750519
808	0.2780950386
809	0.2780398141
810	0.2779940658
811	0.2779491774
812	0.277914317
813	0.2778524171
814	0.2778094922
815	0.2777806006
816	0.2777311899
817	0.2776715476
818	0.2776295192
819	0.2775823314
820	0.27752718
821	0.2774645612
822	0.2774092705
823	0.2773652838
824	0.277305182
825	0.2772509027
826	0.2772147612
827	0.2771643967
828	0.2771280671
829	0.277094601
830	0.2770368265
831	0.2769920269
832	0.2769410705
833	0.276905305
834	0.2768598161
835	0.2768303692
836	0.2767882833
837	0.2767490225
838	0.2767020331
839	0.2766522621
840	0.276600888
841	0.2765459229
842	0.2764942685
843	0.2764675806
844	0.2764269464
845	0.276375064
846	0.2763522595
847	0.2763106244
848	0.276254051
849	0.2761829133
850	0.2761303294
851	0.2760887413
852	0.2760425353
853	0.2760081553
854	0.2759470317
855	0.2758992068
856	0.2758517248
857	0.2758138374
858	0.2757649542
859	0.2757199562
860	0.275675731
861	0.2756306546
862	0.2755980971
863	0.2755778009
864	0.2755264738
865	0.2754881007
866	0.2754318597
867	0.2753906163
868	0.275356339
869	0.2753186953
870	0.2752727538
871	0.2752054387
872	0.2751580611
873	0.2751063667
874	0.2750543921
875	0.2750128754
876	0.2749650035
877	0.2749271457
878	0.27489024
879	0.2748283575
880	0.2747926563
881	0.2747430595
882	0.2747162793
883	0.274678223
884	0.2746464819
885	0.274616243
886	0.2745484439
887	0.2744918008
888	0.2744524042
889	0.2744275457
890	0.274375813
891	0.2743328098
892	0.2742772372
893	0.2742349998
894	0.2741852602
895	0.2741412648
896	0.2740871683
897	0.274049206
898	0.2740011723
899	0.2739912174
900	0.2739563309
901	0.2739157872
902	0.273874227
903	0.2738387922
904	0.2738054061
905	0.2737765232
906	0.2737182874
907	0.2736902069
908	0.2736510749
909	0.2736077409
910	0.2735588647
911	0.273525778
912	0.2734912136
913	0.2734611818
914	0.2734287845
915	0.2733841885
916	0.273351041
917	0.2733137871
918	0.2732772
919	0.2732306493
920	0.2731970857
921	0.2731417237
922	0.2731140871
923	0.2730696705
924	0.2730128254
925	0.2729805847
926	0.2729428749
927	0.2728952084
928	0.2728557544
929	0.2728222517
930	0.2727943505
931	0.2727392601
932	0.2726998165
933	0.2726635044
934	0.272632
935	0.2725763526
936	0.2725379343
937	0.2724906803
938	0.2724380407
939	0.272395175
940	0.2723676603
941	0.2723193393
942	0.272277128
943	0.2722267861
944	0.2722012557
945	0.2721601707
946	0.2721064902
947	0.2720835012
948	0.272046841
949	0.2720087899
950	0.2719481729
951	0.271906785
952	0.2718806871
953	0.2718619262
954	0.2718183694
955	0.2717955527
956	0.271775032
957	0.271735195
958	0.2716837199
959	0.2716407567
960	0.2716022462
961	0.2715705225
962	0.2715280258
963	0.2715145217
964	0.2714748709
965	0.2714302994
966	0.2714056567
967	0.27135136
968	0.2713115335
969	0.2712748297
970	0.2712468084
971	0.2712027608
972	0.2711581614
973	0.2711170294
974	0.2710789035
975	0.2710425705
976	0.2709684319
977	0.2709234687
978	0.2708944186
979	0.2708530133
980	0.2708173035
981	0.2707789252
982	0.2707126197
983	0.2706679506
984	0.2706140421
985	0.2705841704
986	0.2705458131
987	0.2704860733
988	0.2704627762
989	0.2704302239
990	0.270378446
991	0.2703406055
992	0.2703066851
993	0.2702663521
994	0.270236665
995	0.2702000239
996	0.2701543226
997	0.2701265258
998	0.2700886872
999	0.2700652142
